TITLE,LIKES,SHARES
"In an interview with The Post’s Voun Dara, Malin talks about his academic journey, serving the government, and shares tips on how to build life skills, study smart and apply for scholarships.",19,0
Prey Veng is now the second province to be declared landmine free – after Kep – but the province still has many undiscovered munitions and cluster bombs as well as other unexploded ordnance (UXO),21,1
Mondulkiri provincial Military Police have summoned three members of the Bunong indigenous community to appear on May 19 over accusations that they disregarded the court ruling and used violence and made death threats against a local property owner.,16,0
,63,10
"The ink which will be used in the coming Commune Council Election is of good quality, announced the National Election Committee (NEC), following testing by 17 representatives from civil society organisations and political parties on the morning of May 13.",10,0
Ministry of Health spokeswoman Or Vandine denied that some private entities and individuals have cooperated with the ministry to issue vaccination cards or may issue certificates to citizens for use abroad.,2,0
Minister of Environment Say Samal said the impact of climate change will be more serious and long-lasting to the livelihoods of the people and the economy than that caused by the Covid-19 pandemic.,7,1
"The Phnom Penh Municipal Court of Appeal has summoned lawyer Choung Choungy – who represents Siem Phluk, founder of the Cambodia National Heart Party (CNHP) – to appear in court on May 18 regarding the appeal of his client’s provisional detention order dated April 27.",10,0
"The Kingdom needs around 100,000 blood donors per year in order to treat all of the patients in need of blood transfusions, which is nearly 20 per cent higher than in previous years, according to the National Blood Transfusion Centre of Cambodia (NBTC).",7,0
Prime Minister Hun Sen urged the US media to publish the truth about Cambodia as he said the Kingdom had been treated unjustly by the publication and broadcasting of false and untrue information.,18,2
"The General Department of Agriculture under the Ministry of Agriculture, Forestry and Fisheries – in collaboration with the Cambodia-Australia Agricultural Value Chain Program – on May 11 launched the Quality Declared Seed (QDS) standard for rice products.",6,0
"Prime Minister Hun Sen personally invited US President Joe Biden to attend the ASEAN-US Summit which is set to be held in Cambodia in November, as ASEAN and the US are expected to upgrade their strategic partnership to a ‘comprehensive strategic partnership’,",17,3
A Philppine Tourism Association has announced plans for a familiarisation trip to Cambodia in August to visit the Kingdom’s major tourist destinations and promote them to travel agencies and the Filipino public.,20,1
Public-listed ACLEDA Bank Plc has become the first company to receive the Certificate of Custodian Agent in the Security Sector from the Securities and Exchange Regulator of Cambodia (SERC).,18,4
"The Ecole francaise d’Extreme-Orient (EFEO), or French School of Asian Studies – a cooperative partner with the Apsara National Authority (ANA) – handed over 146 cases of archaeological pieces to the ANA for preservation.",16,5
"Cambodia and Vietnam have agreed to ensure the sustainability of the value chain to meet trade demands in accordance with the EU-Vietnam Free Trade Agreement (EVFTA), which came into force in July 2020.",8,0
"Prime Minister Hun Sen has expressed dismay at the US for continued visa sanctions against Cambodian foreign ministry officials for allegedly “denying or unreasonably delaying” exercising of the deportation agreement between the two countries, despite Cambodia having actively implemented the agreement by accepting hundreds of deportees.",21,3
Cambodia’s envoy to South Korea wins ‘Best Ambassador 2022’ award,26,1
"Sak Setha, permanent secretary of state for the Ministry of Interior, issued a letter requesting that Koh Kong provincial governor Mithona Phuthong resolve a dispute over more than 5ha of land between the director of the Botum Sakor National Park and a resident.",7,0
"The agriculture ministry has expressed concern about the alarming spread of mosaic disease in cassava farms across Cambodia, which they say could worsen and cause an overall decrease in yields of the cash crop.",12,2
"Prime Minister Hun Sen hailed the continuous improvement of the Covid-19 situation in Cambodia, saying the pandemic could have been catastrophic for the Kingdom without the necessary government-instituted containment measures.",8,0
"The lawyers of embattled former opposition leader Kem Sokha have said that Prime Minister Hun Sen’s recent comments on his case, in which he said the government did not accuse the US of being involved, should be sufficient for their client to be free from the charge of conspiracy with foreign power.",21,2
"Four Cambodian kickboxers will arrive at the end of their gold medal campaigns on May 13, while their compatriots would begin their quests in 18 other sports, notably Ju-Jitsu star Jessa Khan, returning to defend her gold medal.",9,0
"Prime Minister Hun Sen asked a public relations and advocacy company based in the US to help explain the confusion around the situation at Ream Naval base, in order to restore Cambodia-US relations.",20,1
Zero Covid cases in Cambodia,16,0
"Foreign Minister Prak Sokhonn discussed Ream naval base, as well as human rights and democracy in Cambodia, with US State Department deputy secretary of state Wendy Sherman to allay US concerns.",15,0
"Prime Minister Hun Sen, as ASEAN chair, and other ASEAN leaders were warmly welcomed by US president Joe Biden as the ASEAN-US summit May 12-13 kicked off today in Washington.",28,2
"A day before the ASEAN-US Special Summit is set to begin, Prime Minister Hun Sen has insisted that Cambodia will remain neutral and not choose between the US and China, as he attempted to assuage US concerns on Chinese military presence in Ream Naval Base.",25,0
"Public-listed Phnom Penh Autonomous Port’s (PPAP) revenue for the first quarter ended March 31, rose 17 per cent year-on-year to nearly $10 million, reflecting a recovery of local and global economic activity.",7,2
The Battambang Provincial Administration has posted images of Buddha on billboards found along its town’s streets – replacing the advertisements that are usually on them – to remind people to attend celebrations of Visak Bochea Day on May 15.,59,4
"Makro (Cambodia) Co Ltd is set to invest $12.7 million in its third Cambodian outlet, this time in northeast Phnom Penh’s Chroy Changvar district, an area dotted with high-end residential developments, as shopping behaviours continue to evolve in tandem with economic growth.",42,9
"Singapore had another strong year for private equity (PE) deals in 2021 as the rest of Southeast Asia also emerged out of the Covid-19-induced lull in 2020, said a report by global consultant Bain & Co.",4,1
Long lines of motorists queuing for petrol have been snaking through the streets of Vientiane in recent days as Laos struggles with a growing fuel crisis.,20,2
"The US Agency for International Development’s (USAID) Feed the Future Cambodia Harvest II project has generated $28 million in new private sector investments, created more than 2,500 jobs, supported the development of 17 government agricultural policies and helped horticultural businesses and producers generate over $75 million worth of incremental sales over the past five years.",24,0
"Provincial authorities within the Tonle Sap Lake region have planted over 85,000 saplings to restore more than 60,000ha of flooded forest land which had been affected by illegal logging, for which 18 people have been arrested this week.",16,0
The Ministry of Tourism and the National Committee for Clean City Evaluation have extended their cooperation with River Ocean Cleanup and Everwave and signed a memorandum of understanding (MoU) to expand the scope of its river clean-up campaigns to provinces across Cambodia.,15,1
An environmental activist said more than 20 illegal brick kilns and huts had been demolished by rangers in the Oral Wildlife Sanctuary after their owners failed to follow instructions to cease their activities because they were depleting national forest resources.,10,0
"A group of Chinese businessmen on May 10 met with the agriculture minister to express interest in investing in Cambodia’s coffee production and processing sector, with plans to supply both domestic and foreign markets.",22,2
"A memorandum of understanding (MoU) on Cambodia-Sri Lanka Tourism Cooperation has been signed, which tourism industry experts say paves the way for joint development of the sector.",5,0
Cambodia ready for SEA Games opening ceremony,14,1
Zero Covid cases in Cambodia,10,2
"Cambodia Chamber of Commerce (CCC) has urged US investors to look into collaborations with Cambodians in construction and real estate, agriculture, services and trade.",33,3
"The retail prices of regular-grade petrol and diesel were respectively hiked by about 5.7 per cent and 3.6 per cent on May 11, according to a notice issued by the Ministry of Commerce.",11,0
"After landing in the US ahead of the ASEAN-US Special Summit, Prime Minister Hun Sen was received by over 1,000 Cambodian-Americans including political analysts who welcomed him with greetings, fist bumps and selfies.",14,1
"Cambodia netted $241.41 million from exports to Canada in the first quarter of 2022, marking an 8.1 per cent rise year-on-year from $223.23 million, and accounting for 98.2 per cent of bilateral trade over the period, according to Customs.",13,3
King Norodom Sihamoni called on the general public – and specifically all young people who become eligible to vote this year – to cast their ballots in the commune council elections on June 5.,9,2
An €86.41 million ($92 million) project to build electricity transmission lines and distribution networks in three provinces and improve energy supply for the region’s rural population has been officially inaugurated.,14,2
The UN in Cambodia – along with support from Japan – launched a new joint programme aimed at supporting the government with the implementation of measures at the border to limit the spread of Covid-19 variants of concern among migrant workers and meet their immediate needs as they return from abroad.,7,1
"The Cambodian Cycling Federation (CCF) is highly motivated, as it prepares for its mid-May departure to Vietnam for the 31st Southeast Asian Games (SEA Games). The federation is scheduled to compete in two cycling disciplines.",12,0
"Mainboard-listed commercial bank ACLEDA Bank Plc’s net profit for the first quarter ended March 31 fell 20 per cent to $35.36 million from $44.10 million last year as a result of widening net impairment loss, interest expense, and general and administrative expenses.",13,4
The Rubbish Youths organisation carried out a campaign to collect cigarette butts on the river bank near Sokha Hotel on the Chroy Changvar peninsula in Phnom Penh’s Chroy Changvar district.,89,16
"In Opinion:
Soaring global fuel prices: an opportunity for Cambodia?",22,5
Zero Covid cases four days straight in Cambodia,14,0
"The National Committee to Combat Covid-19 will discuss with stakeholders on the possibility of administering a fifth dose to frontline workers, as Cambodia records zero cases three days straight.",9,0
"A team from Kandal Provincial Administration built a safety fence to block public access to the bank of the Prek Tnaot canal in Takhmao commune and town, following a substantial collapse on May 9.",21,2
"Regional and international issues and how to bring the ASEAN-US partnership to another level will be discussed at length as Prime Minister Hun Sen and his ministers arrive in Washington, DC, for a special summit on May 12-13.",24,0
"Milled-rice exports to Europe amounted to 68,555 tonnes in January to April this year, compared to the 42,850 tonnes sold to just the EU in the same period of 2021, following the end of the bloc’s three-year safeguard measures to protect European rice farmers and the local market",14,0
Minister of Information Khieu Kanharith encouraged local radio and television stations – as well as all other media – to widen coverage of Cambodia’s journey to the 2023 Southeast Asian Games (SEA Games) and the ASEAN Para Games.,0,1
"Cambodia's total agricultural value-added growth is estimated to increase at an average annual rate of around 3.09 per cent between 2019 and 2030, with the imminent introduction of the Agricultural Development Policy 2021-2030.",5,0
"As the commune council elections approach, political parties say they are ready to mount their two-week election campaigns.",3,0
The Cambodian men’s U23 national football team had a dream start to their campaign in group B of the ongoing 31st Southeast Asian Games (SEA Games) on May 9 after trouncing Laos U23 4-1 in front of a big crowd in Vietnam’s Nam Din province.,11,1
"Alasdair Scott, the Washington-based development lender’s mission chief for Cambodia, discussed with The Post’s May Kunmakara the challenges, risks and opportunities for the Cambodian economy this year.",5,0
Cambodian Mine Action Centre (CMAC) experts will continue to search for nine AN-M66 bombs and conduct a thorough study before defusing recently found bombs in the Chaktomuk River across from the Royal Palace in Phnom Penh on May 5.,14,0
"The parents of three youths, who they say have been wrongly accused of crimes they were actually victims of, have demanded a thorough investigation after their sons were arrested on the basis of being suspects in other open cases.",9,1
"The Ministry of Labour and Vocational Training said that from May 9 onward, they will begin renewing Overseas Cambodian Worker Cards (OCWC) and Cambodian Travel documents for working overseas (TD) for Cambodians who are living and working in Thailand.",11,1
Last warning for all owners of structures on National Road 5,26,2
"A groundbreaking ceremony was held for a new “Win-Win” monument in Pailin province, built to commemorate Cambodian politicians who sacrificed their lives in wartime.",19,1
Battambang artist Chea Sereyroth’s new exhibition Quest weaves together the stories of people who have to move or migrate to survive.,6,1
"Opinion: Young people must have their say to secure a peaceful, prosperous future",9,2
"Cambodia netted more than $516 million from the export of paddy and milled rice in the first four months of 2022, despite uncertainty brought upon by Covid-19 outbreaks in key markets.",10,0
"US president Joe Biden announced another package of military assistance for Ukraine, as dozens of civilians were evacuated from Mariupol’s besieged steelworks, the last pocket of resistance against Russian troops in the port city.",7,1
"The Wrestling Federation of Cambodia (WFC) has set the goal of winning at least two gold medals at the 31st Southeast Asian Games (SEA Games), which will take place from May 12-23 in the Vietnamese capital Hanoi.",12,0
"A major rice husk biomass power plant in southeastern Phnom Penh’s Chbar Ampov district is still on track to be completed and start operations by July, a press release confirmed on May 5.",21,1
Prime Minister Hun Sen has authorised the Ministry of National Defence to recruit additional military personnel to set up a medium-range air defence unit under the Air Defence Command.,10,1
"The Ministry of Agriculture, Forestry and Fisheries and the Czech Republic plan to sign a memorandum of understanding (MoU) on “Cooperation in the Agricultural Sector” soon following a May 5 meeting at the ministry’s headquarters.",5,0
[Advertorial] Woori Bank holds lucky draw to celebrate with clients,13,0
"Foreign minister and ASEAN Special Envoy on Myanmar Prak Sokhonn has said that progress is being made on work to deliver humanitarian assistance to Myanmar, but conceded that “many obstacles” remain.",7,0
"Prime Minister Hun Sen lauded the Kingdom’s achievement in the fight against Covid-19, after the country recorded zero coronavirus cases on May 7, the first such instance since the community outbreak on February 20 last year.",14,1
Two new Omicron community case in Cambodia,10,0
Ballot papers nearly ready ahead of commune elections,9,0
"The Ministry of Environment will organise the second National Orchid Day on May 11 to publicise the many kinds of orchids that grow in Cambodia, especially the Kingdom’s wild orchid species.",18,2
The US Agency for International Development (USAID) and Korean International Cooperation Agency (KOICA) announced plans to strengthen the next generation of zoonotic disease experts in Cambodia. These experts will detect and manage disease outbreaks caused by transmission from animal to human.,8,0
The Council for the Development of Cambodia (CDC) has approved final registration certificates for six companies – worth $152.6 million – according to a May 5 statement.,15,1
Opinion: Innovation core to renewed commitment toward malaria-free region,7,0
"Minister of Health Mam Bun Heng called on relevant institutions, especially those in the education sector, to help reduce students’ consumption of sugary drinks by educating them about the detrimental effects of such products. Overconsumption can cause many health problems, particularly to people’s vision, he said.",12,0
Cambodian Ju-Jitsu star Jessa Khan said she had returned to the Kingdom with the full confidence that she would be competing for gold at the 31st Southeast Asian Games (SEA Games) in Vietnam this month. Her father Peter Khan – a professional Ji-Jitsu martial arts coach – and Cambodian Ju-Jitsu Federation president Seng Bunsong both expect that the Asian and SEA Games gold medalist will shine again.,53,1
"The General Department of Customs and Excise of Cambodia (GDCE) reported revenue of “nearly $820 million” in the first four months of 2022, exceeding 31 per cent of the target of around $2.58 billion set for this year.",9,1
"The International Multi-Purpose Logistics and Port Centre, principally invested by Kampot Logistics and Port Co Ltd and projected to cost $1.5 billion, has officially broken ground in Bokor town, Kampot province.",44,5
"Prime Minister Hun Sen has met with a number of major US companies who have expressed interest in investing in Cambodia, in a meeting convened by the US-ASEAN Business Council (US-ABC).",10,1
Cambodian international striker Sieng Chantea will seek to make an impact again at the 31st Southeast Asian Games (SEA Games) next week when his young Kouprey side competes in the football tournament at the regional sports event in the Vietnamese capital Hanoi.,14,1
The Ministry of Environment on May 5 celebrated National and World Environment Day – which falls on June 5 but was observed one month early as the date has been set for the commune council elections – in Battambang province to promote environmentally friendly activities that contribute to beautifying the planet and safeguarding the welfare of everyone living on it.,15,0
Post Focus: Cambodia Premium Draft showcases ‘continual’ commitment to innovation,10,0
"Pich Srey Mom, a lesser-known businesswoman and CEO of Pich Sunshine Realty Real Estate, was apprehended by the Phnom Penh municipal police on an arrest warrant related to allegations of debts of more than $770,000.",47,4
"The inter-ministerial commission for the prevention and suppression of fishing crimes in the Tonle Sap Lake has continued to intensify patrols, inspections and searches as it cracks down on fishing crimes throughout the flooded forest areas around the lake. This part of the lake has been severely affected by illegal fishing in the last few years, and the commission aims to rejuvenate fishery resources.",6,1
The National Election Committee (NEC) has requested citizens who do not have a national ID card to apply for an election identification document at the Commune Election Commission in their locality. They should apply within the 30 day period of May 5 to June 3.,11,2
"Hun Neng, chairman of the 4th Commission of the National Assembly, has passed away from heart disease at the age of 72 on the afternoon of May 5, according to the Ministry of Information.",9,0
"Although the monsoon season this year started with ample rainfall for growing rice, some farmers are saying they are not yet able to begin planting due to the high price of fertiliser and pesticides. They are worried that if they don’t begin growing their crops soon, this year’s rainy season may be a total loss for them.",12,1
"Thailand's commerce ministry has approved a proposal to increase the quota for import of corn and other crops to make animal feeds for three months to tackle shortages, commerce minister Jurin Laksanawisit said on May 2.",11,1
Opinion: Fuelling tourism recovery in China with micro tours,5,0
"The Ministry of Commerce has called on Korean companies to invest in Cambodian fruit processing plants – namely for mango, banana and longan – in order to produce products that meet strict country-specific import standards.",26,4
Worldbridge Group has signed a memorandum of understanding (MoU) with Singaporean company YCH Group to collaborate on the development and operation of the Phnom Penh Logistics Complex (PPLC).,17,3
[Advertorial] Fed interest rate move to pressure gold price,8,1
"Cambodian national women’s football team head coach Prak Vuthy has expressed his belief in the abilities of his charges, saying he expects them to play well in their debut at the 31st Southeast Asian Games (SEA Games) – which will kick off next week.",21,2
"The Military Police sent seven suspects to Battambang Provincial Court for illegally transporting weapons, as they continued to investigate the case to identify possible ringleaders for prosecution.",13,1
A senior health ministry official reiterated that getting a combination of different Covid-19 vaccines approved by the World Health Organisation (WHO) for emergency use is harmless.,8,0
Prime Minister Hun Sen has signed a sub-decree authorising the recruitment of more than 300 new soldiers into the Air Defence Division.,17,0
Minsitry of Justice spokesman Chin Malin elaborated on the decision to not intervene in court cases brought against some members of the Candlelight Party.,9,0
"Cambodia, Indonesia and Thailand are each set to host a leaders’ meeting in November to advance global and regional agendas concerning peace, prosperity, and sustainable and inclusive development.",5,1
"As of the first quarter of this year, the first phase of the Bak Kheng water treatment plant construction project had been 60 per cent complete, as residents in some parts of the capital continued to bemoan an inadequate water supply.",15,0
First Cambodian woman graduates from Japan’s NDA military academy,472,68
"Experts and entrepreneurs got together in Seoul on May 2 to discuss the ways industries in South Korea and the US are enthusiastically embracing emerging technologies required for the metaverse, and the legal framework that is adapting to the new ecosystem in Korea.",6,0
"More than half of e-finance users (67 per cent) in Southeast Asia believe that small and medium businesses (SMB) should begin using digital payments for financial transactions, a study by cybersecurity company Kaspersky has found.",8,0
"Four top automakers, namely Toyota, Nissan, Honda and the AutoAlliance, which assembles Ford and Mazda vehicles, have announced that they will start manufacturing electric vehicles (EV) in Thailand.",8,0
"Prime Minister Hun Sen renewed his call to Cambodians to cast their vote in a safe and peaceful manner at the upcoming commune council elections, adding that they are free to elect any political party.",11,1
"Svay Rieng provincial authorities have issued new measures that aim to prevent the illegal import of live pigs, pork and pork products from Vietnam, and said they would be taking legal action against smugglers.",20,1
"A book describing the birds at Boeung Prek Lapouv (BPL) Protected Landscape in Takeo province – featuring pictures of and information on 86 species of birds – has been compiled and published to encourage the public, especially the youth, to understand, protect and conserve these unique species.",8,0
"The Asian Development Bank (ADB) will disburse $100 million loans and grants to implement the Coastal and Sustainable Fisheries project for economic development in Koh Kong, Preah Sihanouk, Kampot and Kep provinces.",18,0
Only one new Omicron community case in Cambodia,13,0
"Prime Minister Hun Sen encouraged journalists to demonstrate their credibility and earn the public’s trust, while urging traditional media to go digital and expand their online presence amid fierce competition from online-only outlets and social media players.",6,0
"Cambodia, the UN and the Australian Federal Police (AFP) co-organised a five-day training workshop from May 2-6 to strengthen the skills of 50 Cambodian law enforcement officers on money laundering investigations, especially as they relate to drug trafficking.",4,0
"World Health Organisation (WHO) representative to Cambodia Li Ailan said countries around the world should study how Cambodia overcame the challenges of Covid-19 and follow its success, particularly its overarching vaccination programme.",15,0
"Fourteen companies participated in the Cambodian Energy Efficiency Competition (CEE Comp) to raise awareness, share best practices related to energy efficiency in Cambodia and contribute to climate change impact mitigation.",2,0
"The Blue Warriors FC and Tai Chi FT, both rich in Cambodian national-level futsal players, have maintained their domination in the second round of the 2021 National Indoor Football Championship, with both Group D teams claiming significant wins, while the highest achieving team from the other groups, Ov Mal FC, could not find a win against Young Gun FT.",8,0
Police in Battambang province’s Bavel district detained a suspect for questioning after he allegedly hacked a woman to death with a machete in Boeng Pram commune’s Yutethor village. Police said the man was enraged because the victim had spoken ill of his family.,4,0
Some 52 Malaysian representatives from 36 companies on an “SME Malaysia Trade Mission to Cambodia” are seeking investment and business potential in the Kingdom after both countries reopened their economies following the Covid-19 pandemic.,6,0
"Senior Cambodian officials recently inspected road construction in areas bordering Vietnam and Laos, saying it was carried out to support the government’s policy of building a frontier of peace, friendship, cooperation and sustainable development.",5,1
"Vietnamese Prime Minister Pham Minh Chinh and his Japanese counterpart Kishida Fumio discussed in-depth Vietnam and Japan’s bilateral relations, as well as international and regional issues of mutual concern, during their talks in Hanoi on May 1.",4,0
"Public-listed Sihanoukville Autonomous Port (PAS) recorded a surge of 16.32 per cent in container throughput between January and March this year as Cambodia and global economies navigated a recovery path, said the Ministry of Public Works and Transport.",18,1
"The Cambodia-Laos border security cooperation committees held a May 2 virtual meeting to promote cooperation in maintaining border security and agreed on a number of issues relating to stability, better security and peaceful borders.",9,0
"Flow of trade, investment and tourism between Cambodia and Thailand is expected to gradually recover after Thailand reopened its land border on May 1, according to diplomats and industry experts.",42,3
The Extraordinary Chambers in the Courts of Cambodia (ECCC) – commonly known as Khmer Rouge Tribunal – is holding a three-day workshop showcasing victim participation in the trial process and post-trial activities.,8,0
"The government has identified three target provinces in which to develop Agri-Food Industrial Parks, with industry experts urging the elevation of the initiative to special economic zone (SEZ) equivalent status, so as to promote agricultural production in Cambodia.",19,0
"Heavy rains, strong winds and thunderstorms over the weekend damaged more than 150 houses in Banteay Meanchey and Kampot provinces. The storms left one victim dead and seven others injured, as well as killing two cows, according to provincial authorities.",10,1
"The Cambodian Red Cross (CRC) has lauded midwives across the Kingdom for their efforts in decreasing maternal and infant mortality rates in the last decade, according to a message released by its president, First Lady Bun Rany Hun Sen.",9,1
"The Ministry of Health on May 3 reported three new Covid-19 cases, all of which were confirmed to be the Omicron variant.",7,1
"The National Election Committee (NEC) provided a three-day training on “election, ballot counting and result declaration” on May 2-4 to officials of the municipal and provincial election commissions, representatives from political parties and NGOs.",4,0
"Daniel Kritenbrink, US Assistant Secretary of State for East Asian and Pacific Affairs, has postponed a visit to Cambodia and Laos originally scheduled for May 1-7 due to a positive Covid-19 test.",5,0
"‘When I see the trees that I planted or donated provide benefits to people,” Nao Sok says, “It makes me so happy, I want to do more.”",24,0
"A group of well-known underwater explorers have dived to a depth of about 75m below the surface of the Mekong River in Cambodia, an important body of water that is the last habitat of the world’s largest fresh water fish.",67,3
"On April 16, 2022, US Press Secretary Jen Psaki issued a statement, saying that President Joe Biden will host the leaders of ASEAN in Washington, DC, on May 12 and 13 for a US-ASEAN Special Summit.",9,0
"Japanese Prime Minister Fumio Kishida held talks with Indonesian President Joko Widodo on Friday, kicking off an overseas tour that will also include summit meetings in Vietnam and Thailand.",6,0
"India seized $725 million from the local bank accounts of Xiaomi after a probe found the Chinese smartphone giant unlawfully sent money abroad in the guise of royalty payments, authorities said on April 30.",14,0
"Malaysia bank, association sign MoU for SME growth",10,1
The Siem Reap Provincial Court has placed two Military Police officers in pre-trial detention after their arrests on Saturday in connection with covering up drug trafficking and illegally detaining people.,41,3
Ministry of Health spokeswoman Or Vandine said the number of Covid-19 vaccine boosters administered had increased significantly since the start of the campaign by the ministries of Health and National Defence.,10,0
"“Mangrove forests are a strategic corridor connecting ecosystems from the mainland, coasts and sea, and also a barrier against natural disasters and climate change. They also contribute to national economic development and reduce poverty,”",29,0
Police in Preah Sihanouk province arrested two Military Police officers in the early morning of May 1 for their involvement in a shooting that resulted in the death of a man near the Two-Lion roundabout in Sihanoukville’s Commune 4.,49,2
Two new Omicron community cases in Cambodia,8,0
The Covid-19 pandemic revealed two profound changes in the life insurance segment – growing positive perception among consumers towards insurance and insurers abandoning traditional sales channels to leap into the digital space and improve delivery.,6,0
"It's early days but Cambodiatrade.com, an e-commerce platform spawned out of a public-private initiative, has brought onboard a myriad of pandemic-hit micro-, and small-and-medium enterprises (MSMEs) with over 1,000 local products on display.",14,2
"Than Sok’s The Shapes of Water – or Kbach Teuk in Khmer – is a series of 18 compositions in acrylic paint on canvas with repeated motifs in blue, green, yellow ochre and gray backgrounds meant to represent water’s mobility and the transformations it has undergone from the ancient past on through to the modern age.",16,1
Does real estate investing offer protection from inflation?,24,5
"Malaysia will remove Covid-19 testing for all inbound travellers who are fully vaccinated or under the age of 12, and make it optional to wear masks outdoors and check in before entering premises, as it further eases pandemic measures from next month.",11,0
"P Sihanouk, Oz infrastructure programme talk smart-city development",4,1
Q1 int’l tourists rise 125% as Kingdom reopens,109,10
"Sar Kheng to officials: Focus on security, order during June 5 commune vote",8,1
"Chhun Bormey, 24, is the leader of the Cambodia chapter of Youth Nutrition Champions (YNC), a global coalition of civil society organisations that advocate for and strengthen nutrition-related knowledge. She spoke to The Post about her work and interests surrounding nutrition in Cambodia:",13,0
"Cambodia exported more than four million tonnes of agricultural products in the last four months, a nearly six per cent increase year-on-year, new agriculture ministry data has revealed.",37,8
"The Ministry of Rural Development has awarded Svay Rieng for being the first province to achieve Open Defecation Free (ODF) status in Cambodia, meaning every household has access to a toilet.",17,0
The Mekong River Commission (MRC) governing body has approved new operational procedures to ensure greater transparency and accountability over how the intergovernmental agency – entrusted to protect the river – spends its funds from members and donors.,21,2
"A wildlife research team comprised of experts from the Ministry of Environment, Mondulkiri provincial environment department and World Wide Fund for Nature Cambodia (WWF-Cambodia) showed the results of their April camera traps in the forests of Cambodia’s eastern plains.",50,5
"APSARA National Authority (ANA) on April 29 affirmed that restoration work on Angkor Wat temple’s central tower-like spire, or “prang” in Khmer, was being exclusively carried out without the use of complex machinery.",32,3
Prime Minister Hun Sen addressed members of the Kingdom’s sports teams and reminded them to adhere to the national spirit of dignity and honour.,21,1
"More than 270,000 primary school students are once again being provided with breakfasts under a government school meals programme, according to a social affairs ministry unit.",19,1
"A Myanmar court on Wednesday sentenced Aung San Suu Kyi to five years in jail for corruption, part of a barrage of criminal cases that could see her jailed for decades.",13,0
"A non-fungible token (NFT) trading platform, OpenLive NFT Marketplace, was inaugurated in Ho Chi Minh City on April 25.",2,1
"Cambodia's tax revenue in the first four months of 2022 is expected to reach nearly 50 per cent of the goal set by this year’s Law on Financial Management, with first quarter revenue collected reaching just over 44 per cent, according to Prime Minister Hun Sen.",3,1
The Ministry of Foreign Affairs and International Cooperation has requested that more than 100 NGOs in Cambodia collaborate and focus more attention on combating the proliferation of weapons of mass destruction (WMD).,7,0
"The campaign will run from April 27 to May 3, during which a number of activities will be conducted by members of working groups, with participation from relevant stakeholders and the general public.",0,0
"Cambodia wants to increase the number of female peacekeepers under the UN peacekeeping mission to 20 per cent by 2024 from 14 per cent, according to UN Women Asia and the Pacific (UNW APAC).",22,1
A business advisory council for the Regional Comprehensive Economic Partnership (RCEP) has been set up by the private sector to review and strengthen the implementation of the agreement as well as maximise its benefits.,8,2
GC Life Insurance places priority on protecting women and children,4,0
Sovannaphum Life optimistic for strong growth on sixth anniversary,6,0
PM: Transfer remaining Covid patients from Olympic stadium,13,1
"Phnom Penh Municipal Court Investigating Judge Ly Sokha has placed Siem Phluk, founder of the National Heart Party (NHP), in pre-trial detention on charges of forgery and the use of forged documents allegedly committed in 2021.",5,0
"Prime Minister Hun Sen is set for the ASEAN-US Special Summit, which has been confirmed for May 12-13, in the US, where he also plans to meet nearly 1,000 Cambodians living there.",15,0
"Bilateral trade between Cambodia and Thailand reached $1.174 billion in the first three months of this year, up by 16 per cent from January-March 2021, according to Customs.",11,1
Police in Pailin province transferred a Korean man to the National Police on April 26 – just hours after he was arrested.,22,0
"“Overall, more than 16,000 community members have benefited in that area which accounts for almost 20 per cent of the population of Mondulkiri. And included in that are districts where almost 50 per cent of the population there was able to benefit,” he said.",5,0
Minister of Foreign Affairs and International Cooperation Prak Sokhonn highlighted the importance of long-term relations between Cambodia and Italy and encouraged the further strengthening and enhancement of bilateral relations and cooperation.,5,0
The National Election Committee (NEC) will broadcast a programme to educate the public about the upcoming commune council elections.,7,0
Stung Treng provincial governor Svay Sam Eang notified fishermen in the province that all commercial fishing will be banned from May 1 to September 30 to let fish breed during their highly fertile period.,18,1
"The National Committee for Organising National and International Festivals issued a letter advising all ministries, institutions and capital and provincial administrations to observe the 69th birthday of King Norodom Sihamoni on May 14 according to royal traditions.",51,6
The WURKZ Mountain Bike Series 2022 has reached another level of professionalism with the introduction of a modern technology called Radio Frequency Identification (RFID) – sophisticated tracking equipment which will guarantee accuracy and fairness in the upcoming racing events.,12,1
"An upcoming food safety law is expected to provide a major boost to the Cambodian food industry and leverage its potential to attract foreign investors and travellers to the Kingdom, according to local food and tourism experts.",26,3
"The Bati district police in Takeo province have instructed officers to enforce the ban on gambling or online cockfighting, in a bid to maintain security in line with the government’s safe village-commune policy.",8,0
Deputy Prime Minister and Minister of Economy and Finance Aun Pornmoniroth has predicted that Cambodia’s upcoming Financial Technology Development Policy will play an important part in building the Kingdom’s fintech infrastructure and enhancing its competitive edge.,6,4
"As of April 24, the government, through the Ministry of Social Affairs, Veterans and Youth Rehabilitation has provided cash assistance to more than 2.7 million poor and vulnerable people across the country during the fight against Covid-19, with the state spending more than $622 million.",7,0
"The Fisheries Administration laid out a six-point plan to increase safety for all crocodile farmers, warning them to exercise increased caution in the management of their crocodile-raising facilities.",11,1
"Kantha Bopha treated over 2,300 children in 24-hour period: report",31,2
